Timestamp,User_ID,Source_IP,Requested_Domain,Bytes_Sent,Bytes_Received
2026-05-29 12:52:37,USR007,10.15.2.16,duckduckgo.com,25623,1218679
2026-05-29 12:57:00,USR042,10.15.2.51,ibm.com,27900,879174
2026-05-29 13:04:36,USR027,10.15.2.36,raw.githubusercontent.com,12878,1336662
2026-05-29 13:05:39,USR002,10.15.2.11,telekom.de,41058,472165
2026-05-29 13:07:36,USR009,10.15.2.18,github.com,40457,1302067
2026-05-29 13:12:00,USR033,10.15.2.42,salesforce.com,5776,1259385
2026-05-29 13:13:10,USR037,10.15.2.46,bing.com,48482,859263
2026-05-29 13:18:08,USR002,10.15.2.11,oracle.com,21800,1280869
2026-05-29 13:18:49,USR016,10.15.2.25,wiley.com,11409,1195921
2026-05-29 13:22:17,USR041,10.15.2.50,uni-mainz.de,31427,1437213
2026-05-29 13:22:39,USR006,10.15.2.15,support.microsoft.com,24767,49646
2026-05-29 13:25:29,USR048,10.15.2.57,portal.azure.com,39909,1373780
2026-05-29 13:25:37,USR025,10.15.2.34,xing.com,36679,1074348
2026-05-29 13:27:14,USR013,10.15.2.22,ibm.com,11076,962010
2026-05-29 13:27:35,USR024,10.15.2.33,paypal.com,47886,503880
2026-05-29 13:31:32,USR012,10.15.2.21,researchgate.net,31444,1496834
2026-05-29 13:33:32,USR013,10.15.2.22,docker.com,21650,280187
2026-05-29 13:34:21,USR019,10.15.2.28,sciencedirect.com,4747,66780
2026-05-29 13:35:48,USR014,10.15.2.23,computerbase.de,38353,969163
2026-05-29 13:40:38,USR030,10.15.2.39,computerbase.de,16559,1435762
2026-05-29 13:42:45,USR039,10.15.2.48,amazon.de,29575,509266
2026-05-29 13:43:00,USR012,10.15.2.21,stackoverflow.com,30738,1051026
2026-05-29 13:44:10,USR042,10.15.2.51,bahn.de,7784,1268694
2026-05-29 13:48:19,USR022,10.15.2.31,n-tv.de,10937,515515
2026-05-29 13:49:42,USR030,10.15.2.39,sueddeutsche.de,47820,148469
2026-05-29 13:50:44,USR001,10.15.2.10,atlassian.net,49560,69785
2026-05-29 13:56:29,USR044,10.15.2.53,atlassian.net,44859,854170
2026-05-29 13:56:58,USR034,10.15.2.43,python.org,31315,810065
2026-05-29 13:56:58,USR005,10.15.2.14,focus.de,27834,547320
2026-05-29 13:57:01,USR046,10.15.2.55,amazon.de,35715,255717
2026-05-29 13:57:26,USR046,10.15.2.55,dhl.de,40278,1359044
2026-05-29 14:02:19,USR035,10.15.2.44,bahn.de,47342,51744
2026-05-29 14:04:40,USR029,10.15.2.38,mozilla.org,32010,127380
2026-05-29 14:06:11,USR019,10.15.2.28,forbes.com,26609,85689
2026-05-29 14:06:27,USR024,10.15.2.33,paypal.com,26677,1074818
2026-05-29 14:06:58,USR041,10.15.2.50,developer.mozilla.org,43074,924842
2026-05-29 14:07:53,USR028,10.15.2.37,stackoverflow.com,8630,219313
2026-05-29 14:08:53,USR010,10.15.2.19,focus.de,17703,1217953
2026-05-29 14:11:24,USR049,10.15.2.58,golem.de,7825,356321
2026-05-29 14:12:09,USR024,10.15.2.33,wiwo.de,27559,1378857
2026-05-29 14:12:57,USR022,10.15.2.31,forbes.com,9802,511751
2026-05-29 14:14:05,USR031,10.15.2.40,stackexchange.com,14268,556712
2026-05-29 14:15:26,USR007,10.15.2.16,ebay.de,22128,1348446
2026-05-29 14:18:35,USR045,10.15.2.54,slack.com,5354,963003
2026-05-29 14:21:08,USR046,10.15.2.55,focus.de,32715,515232
2026-05-29 14:22:19,USR049,10.15.2.58,bahn.de,17539,720154
2026-05-29 14:24:02,USR019,10.15.2.28,box.com,45667,934544
2026-05-29 14:25:49,USR022,10.15.2.31,fonts.googleapis.com,30015,1469087
2026-05-29 14:28:19,USR017,10.15.2.26,wikimedia.org,37739,579343
2026-05-29 14:29:39,USR039,10.15.2.48,wiwo.de,2842,295645
2026-05-29 14:30:05,USR010,10.15.2.19,dropbox.com,34695,606882
2026-05-29 14:32:36,USR002,10.15.2.11,fedex.com,14984,779731
2026-05-29 14:36:35,USR037,10.15.2.46,duckduckgo.com,24271,1498953
2026-05-29 14:37:07,USR019,10.15.2.28,w3schools.com,20597,333984
2026-05-29 14:37:11,USR037,10.15.2.46,wikimedia.org,42042,641088
2026-05-29 14:43:13,USR031,10.15.2.40,duckduckgo.com,47232,924458
2026-05-29 14:48:07,USR044,10.15.2.53,bahn.de,19825,325886
2026-05-29 14:51:55,USR048,10.15.2.57,portal.azure.com,46052,271595
2026-05-29 14:52:15,USR010,10.15.2.19,springer.com,40309,615066
2026-05-29 14:53:40,USR025,10.15.2.34,heise.de,17362,1337387
2026-05-29 14:55:34,USR015,10.15.2.24,dropbox.com,2335,445887
2026-05-29 15:00:40,USR038,10.15.2.47,paypal.com,20354,313140
2026-05-29 15:00:43,USR038,10.15.2.47,atlassian.net,1290,546045
2026-05-29 15:02:48,USR024,10.15.2.33,tagesschau.de,47760,1068593
2026-05-29 15:09:54,USR048,10.15.2.57,sap.com,34370,853117
2026-05-29 15:09:55,USR031,10.15.2.40,dhl.de,41031,359375
2026-05-29 15:10:52,USR023,10.15.2.32,mozilla.org,42695,328897
2026-05-29 15:11:35,USR038,10.15.2.47,theguardian.com,33339,661126
2026-05-29 15:15:30,USR034,10.15.2.43,wikipedia.org,25034,794678
2026-05-29 15:20:51,USR032,10.15.2.41,heise.de,42992,356672
2026-05-29 15:21:56,USR034,10.15.2.43,techcrunch.com,32091,369813
2026-05-29 15:25:08,USR031,10.15.2.40,tagesschau.de,25395,31847
2026-05-29 15:33:42,USR043,10.15.2.52,confluence.com,4743,719995
2026-05-29 15:39:24,USR015,10.15.2.24,bbc.co.uk,20770,434913
2026-05-29 15:45:08,USR015,10.15.2.24,ebay.de,10336,585670
2026-05-29 15:45:41,USR039,10.15.2.48,hs-mainz.de,48260,252801
2026-05-29 15:47:23,USR042,10.15.2.51,wiwo.de,13406,749637
2026-05-29 15:49:22,USR032,10.15.2.41,ibm.com,30602,1196135
2026-05-29 15:50:01,USR041,10.15.2.50,cdnjs.cloudflare.com,1299,1101155
2026-05-29 15:51:16,USR015,10.15.2.24,sap.com,49086,426736
2026-05-29 15:56:34,USR024,10.15.2.33,nytimes.com,44031,70871
2026-05-29 15:56:54,USR026,10.15.2.35,bing.com,41551,209282
2026-05-29 15:57:29,USR022,10.15.2.31,cnn.com,33754,142923
2026-05-29 16:02:06,USR018,10.15.2.27,pypi.org,36760,1123460
2026-05-29 16:04:45,USR048,10.15.2.57,paypal.com,35740,168613
2026-05-29 16:05:50,USR004,10.15.2.13,gstatic.com,29770,1190460
2026-05-29 16:06:16,USR034,10.15.2.43,jsfiddle.net,16751,515156
2026-05-29 16:07:17,USR017,10.15.2.26,portal.azure.com,48959,385117
2026-05-29 16:07:36,USR045,10.15.2.54,apple.com,43151,515984
2026-05-29 16:08:14,USR015,10.15.2.24,yahoo.com,45696,958439
2026-05-29 16:08:33,USR012,10.15.2.21,portal.azure.com,3136,1279454
2026-05-29 16:11:20,USR018,10.15.2.27,cloudflare.com,36674,583910
2026-05-29 16:12:27,USR006,10.15.2.15,zdf.de,49200,400488
2026-05-29 16:14:24,USR047,10.15.2.56,download-malware.cc,4672,279975
2026-05-29 16:15:10,USR034,10.15.2.43,raw.githubusercontent.com,20341,129643
2026-05-29 16:18:47,USR014,10.15.2.23,github.com,15415,513580
2026-05-29 16:19:33,USR038,10.15.2.47,golem.de,38594,1002933
2026-05-29 16:20:17,USR030,10.15.2.39,outlook.office365.com,6940,1128031
2026-05-29 16:23:08,USR004,10.15.2.13,tagesschau.de,21396,1331396
2026-05-29 16:24:51,USR005,10.15.2.14,teams.microsoft.com,13372,1005065
2026-05-29 16:28:57,USR008,10.15.2.17,slack.com,29460,176873
2026-05-29 16:29:28,USR031,10.15.2.40,duckduckgo.com,13436,211454
2026-05-29 16:29:33,USR035,10.15.2.44,portal.azure.com,39125,452874
2026-05-29 16:29:54,USR039,10.15.2.48,pypi.org,32431,631063
2026-05-29 16:30:40,USR037,10.15.2.46,trello.com,1129,1221941
2026-05-29 16:31:40,USR028,10.15.2.37,bloomberg.com,7808,930287
2026-05-29 16:33:05,USR050,10.15.2.59,dropbox.com,42615,410522
2026-05-29 16:34:29,USR038,10.15.2.47,w3schools.com,42110,1290518
2026-05-29 16:36:59,USR049,10.15.2.58,gstatic.com,30401,3038
2026-05-29 16:38:04,USR017,10.15.2.26,cloud.google.com,49950,855895
2026-05-29 16:39:31,USR039,10.15.2.48,outlook.office365.com,18243,1035067
2026-05-29 16:39:38,USR041,10.15.2.50,spiegel.de,12069,691206
2026-05-29 16:40:29,USR033,10.15.2.42,arxiv.org,32172,1080356
2026-05-29 16:41:48,USR019,10.15.2.28,wiwo.de,42789,630384
2026-05-29 16:42:07,USR017,10.15.2.26,xing.com,35377,524236
2026-05-29 16:43:50,USR022,10.15.2.31,mozilla.org,18541,1423538
2026-05-29 16:47:34,USR036,10.15.2.45,hs-mainz.de,33468,649608
2026-05-29 16:48:12,USR041,10.15.2.50,computerbase.de,29338,235769
2026-05-29 16:56:26,USR049,10.15.2.58,portal.azure.com,12439,1024530
2026-05-29 17:00:13,USR001,10.15.2.10,gstatic.com,21419,1070599
2026-05-29 17:03:56,USR031,10.15.2.40,gitlab.com,32991,344110
2026-05-29 17:04:12,USR012,10.15.2.21,cnn.com,4796,908000
2026-05-29 17:05:51,USR044,10.15.2.53,google.com,20464,200323
2026-05-29 17:06:50,USR029,10.15.2.38,stripe.com,22941,1339737
2026-05-29 17:10:40,USR044,10.15.2.53,wiley.com,35797,385056
2026-05-29 17:10:44,USR013,10.15.2.22,welt.de,7624,488125
2026-05-29 17:11:20,USR014,10.15.2.23,wikipedia.org,20632,1054308
2026-05-29 17:13:29,USR020,10.15.2.29,amazon.de,21472,1114328
2026-05-29 17:14:26,USR031,10.15.2.40,ebay.de,7244,1438017
2026-05-29 17:15:40,USR020,10.15.2.29,theguardian.com,40445,443014
2026-05-29 17:17:30,USR037,10.15.2.46,welt.de,44532,326214
2026-05-29 17:20:38,USR021,10.15.2.30,dropbox.com,10749,404451
2026-05-29 17:29:03,USR050,10.15.2.59,support.microsoft.com,26467,362243
2026-05-29 17:29:15,USR011,10.15.2.20,atlassian.net,40485,1391553
2026-05-29 17:30:41,USR011,10.15.2.20,dropbox.com,21843,1085108
2026-05-29 17:32:10,USR031,10.15.2.40,faz.net,43327,1250287
2026-05-29 17:33:21,USR027,10.15.2.36,gstatic.com,48109,566937
2026-05-29 17:37:34,USR015,10.15.2.24,pypi.org,17726,991817
2026-05-29 17:40:47,USR020,10.15.2.29,python.org,24800,306058
2026-05-29 17:42:54,USR020,10.15.2.29,mozilla.org,22370,744252
2026-05-29 17:44:16,USR048,10.15.2.57,jsfiddle.net,21166,945105
2026-05-29 17:44:26,USR020,10.15.2.29,sueddeutsche.de,28372,1183297
2026-05-29 17:44:33,USR026,10.15.2.35,developer.mozilla.org,27836,13896
2026-05-29 17:45:58,USR049,10.15.2.58,spiegel.de,26981,117988
2026-05-29 17:52:30,USR027,10.15.2.36,yahoo.com,23674,1356325
2026-05-29 17:53:47,USR009,10.15.2.18,office.com,30442,577054
2026-05-29 17:54:27,USR002,10.15.2.11,udemy.com,46659,426071
2026-05-29 17:55:24,USR014,10.15.2.23,miro.com,43888,538722
2026-05-29 17:56:23,USR019,10.15.2.28,xing.com,24976,51658
2026-05-29 17:56:43,USR021,10.15.2.30,support.microsoft.com,28516,803964
2026-05-29 18:00:19,USR021,10.15.2.30,confluence.com,37073,1176346
2026-05-29 18:01:57,USR048,10.15.2.57,miro.com,13571,452845
2026-05-29 18:02:59,USR040,10.15.2.49,paypal.com,33460,924963
2026-05-29 18:03:42,USR018,10.15.2.27,nytimes.com,7501,158084
2026-05-29 18:10:30,USR016,10.15.2.25,springer.com,11013,684587
2026-05-29 18:15:34,USR047,10.15.2.56,malicious-site.ru,31936,1245485
2026-05-29 18:17:45,USR031,10.15.2.40,ibm.com,3514,1384900
2026-05-29 18:19:27,USR025,10.15.2.34,confluence.com,45575,1483614
2026-05-29 18:20:17,USR032,10.15.2.41,slack.com,16873,589501
2026-05-29 18:21:45,USR039,10.15.2.48,box.com,38911,788471
2026-05-29 18:25:56,USR004,10.15.2.13,heise.de,7147,119680
2026-05-29 18:27:52,USR041,10.15.2.50,codepen.io,22958,580910
2026-05-29 18:28:39,USR035,10.15.2.44,stackexchange.com,24712,920813
2026-05-29 18:30:02,USR019,10.15.2.28,wiley.com,7776,991522
2026-05-29 18:32:06,USR009,10.15.2.18,coursera.org,49640,157165
2026-05-29 18:35:32,USR021,10.15.2.30,techcrunch.com,48501,869754
2026-05-29 18:44:23,USR010,10.15.2.19,sueddeutsche.de,10357,1238917
2026-05-29 18:45:52,USR020,10.15.2.29,xing.com,38123,421418
2026-05-29 18:45:55,USR036,10.15.2.45,bloomberg.com,6267,921100
2026-05-29 18:48:56,USR016,10.15.2.25,focus.de,21985,1203108
2026-05-29 18:49:21,USR035,10.15.2.44,telekom.de,43799,548767
2026-05-29 18:56:41,USR036,10.15.2.45,forbes.com,35301,613150
2026-05-29 19:03:20,USR045,10.15.2.54,hs-mainz.de,1932,296581
2026-05-29 19:03:31,USR050,10.15.2.59,cnn.com,4956,1468436
2026-05-29 19:03:38,USR046,10.15.2.55,cloudflare.com,48934,660424
2026-05-29 19:04:07,USR024,10.15.2.33,google.de,29718,452495
2026-05-29 19:05:30,USR012,10.15.2.21,hubspot.com,21554,984151
2026-05-29 19:06:28,USR015,10.15.2.24,github.io,30699,761596
2026-05-29 19:11:59,USR022,10.15.2.31,arxiv.org,13540,1423174
2026-05-29 19:13:31,USR046,10.15.2.55,fonts.googleapis.com,17475,537524
2026-05-29 19:19:17,USR039,10.15.2.48,golem.de,49498,50524
2026-05-29 19:21:02,USR009,10.15.2.18,uni-mainz.de,8311,1348875
2026-05-29 19:25:43,USR027,10.15.2.36,notion.so,28505,833118
2026-05-29 19:36:00,USR032,10.15.2.41,slack.com,3647,1110129
2026-05-29 19:36:16,USR004,10.15.2.13,bitbucket.org,34071,785232
2026-05-29 19:37:31,USR002,10.15.2.11,ibm.com,37574,918889
2026-05-29 19:41:25,USR003,10.15.2.12,wikimedia.org,33544,687915
2026-05-29 19:44:03,USR035,10.15.2.44,gitlab.com,32744,594752
2026-05-29 19:46:01,USR037,10.15.2.46,telekom.de,22372,1332378
2026-05-29 19:47:20,USR005,10.15.2.14,tagesschau.de,48631,160445
2026-05-29 19:50:46,USR037,10.15.2.46,portal.azure.com,6538,1172820
2026-05-29 19:54:52,USR050,10.15.2.59,reuters.com,7861,1117186
2026-05-29 19:56:24,USR011,10.15.2.20,mozilla.org,34152,185983
2026-05-29 19:57:21,USR037,10.15.2.46,ard.de,31200,1281328
2026-05-29 19:57:39,USR042,10.15.2.51,adobe.com,13010,155267
2026-05-29 19:59:47,USR050,10.15.2.59,bbc.co.uk,45323,905760
2026-05-29 20:00:42,USR018,10.15.2.27,npmjs.com,31021,948420
2026-05-29 20:00:43,USR048,10.15.2.57,springer.com,10474,1366079
2026-05-29 20:03:32,USR022,10.15.2.31,google.de,5285,382997
2026-05-29 20:04:54,USR042,10.15.2.51,github.com,38197,714632
2026-05-29 20:07:33,USR030,10.15.2.39,box.com,35084,1454458
2026-05-29 20:08:14,USR048,10.15.2.57,udemy.com,28837,47054
2026-05-29 20:14:24,USR026,10.15.2.35,xing.com,38166,618172
2026-05-29 20:18:23,USR001,10.15.2.10,support.microsoft.com,41374,819779
2026-05-29 20:19:37,USR002,10.15.2.11,wikipedia.org,1059,474341
2026-05-29 20:19:43,USR021,10.15.2.30,fedex.com,28493,317610
2026-05-29 20:21:49,USR017,10.15.2.26,zeit.de,15107,1227526
2026-05-29 20:22:59,USR044,10.15.2.53,gitlab.com,21905,1118448
2026-05-29 20:23:56,USR030,10.15.2.39,npmjs.com,43335,1397448
2026-05-29 20:26:50,USR013,10.15.2.22,computerbase.de,38146,745745
2026-05-29 20:26:56,USR046,10.15.2.55,outlook.office365.com,38304,322035
2026-05-29 20:33:22,USR013,10.15.2.22,ieee.org,10217,434315
2026-05-29 20:47:08,USR020,10.15.2.29,springer.com,12400,213595
2026-05-29 20:47:35,USR002,10.15.2.11,jsfiddle.net,35458,1264320
2026-05-29 20:48:42,USR003,10.15.2.12,confluence.com,8844,1134621
2026-05-29 20:49:00,USR023,10.15.2.32,sap.com,5039,688735
2026-05-29 20:50:12,USR021,10.15.2.30,outlook.office365.com,15580,1382276
2026-05-29 20:50:54,USR014,10.15.2.23,github.io,13718,637289
2026-05-29 20:51:52,USR011,10.15.2.20,google.de,28305,570491
2026-05-29 20:52:47,USR015,10.15.2.24,focus.de,14736,747211
2026-05-29 20:53:25,USR002,10.15.2.11,dhl.de,9498,923993
2026-05-29 20:54:08,USR008,10.15.2.17,udemy.com,25083,55317
2026-05-29 20:57:39,USR029,10.15.2.38,zoom.us,49255,439433
2026-05-29 20:58:54,USR025,10.15.2.34,duckduckgo.com,3725,939033
2026-05-29 21:00:34,USR029,10.15.2.38,google.de,26660,418573
2026-05-29 21:00:36,USR014,10.15.2.23,mozilla.org,25436,1239775
2026-05-29 21:01:09,USR008,10.15.2.17,amazon.de,6585,369204
2026-05-29 21:04:11,USR033,10.15.2.42,techcrunch.com,38399,1085171
2026-05-29 21:08:57,USR008,10.15.2.17,bitbucket.org,11174,441642
2026-05-29 21:09:46,USR008,10.15.2.17,linkedin.com,32554,1270459
2026-05-29 21:17:25,USR023,10.15.2.32,fonts.googleapis.com,49631,666544
2026-05-29 21:18:16,USR027,10.15.2.36,linkedin.com,13016,443088
2026-05-29 21:22:38,USR006,10.15.2.15,amazon.de,33720,756677
2026-05-29 21:24:15,USR031,10.15.2.40,zeit.de,17230,1068895
2026-05-29 21:25:32,USR008,10.15.2.17,mozilla.org,30446,35859
2026-05-29 21:30:03,USR001,10.15.2.10,xing.com,25405,882833
2026-05-29 21:30:29,USR026,10.15.2.35,mozilla.org,7057,745820
2026-05-29 21:34:23,USR024,10.15.2.33,portal.azure.com,20814,138955
2026-05-29 21:35:39,USR028,10.15.2.37,computerbase.de,43229,632601
2026-05-29 21:38:07,USR015,10.15.2.24,cdnjs.cloudflare.com,46454,179107
2026-05-29 21:38:47,USR042,10.15.2.51,zdf.de,42677,819231
2026-05-29 21:39:37,USR031,10.15.2.40,yahoo.com,1538,578121
2026-05-29 21:45:11,USR047,10.15.2.56,w3schools.com,42925,679948
2026-05-29 21:45:44,USR003,10.15.2.12,wikipedia.org,9723,524186
2026-05-29 21:51:37,USR012,10.15.2.21,gitlab.com,37500,21448
2026-05-29 21:51:37,USR009,10.15.2.18,developer.mozilla.org,34488,328648
2026-05-29 21:58:42,USR009,10.15.2.18,mozilla.org,46052,987268
2026-05-29 22:00:40,USR049,10.15.2.58,miro.com,3055,130306
2026-05-29 22:02:27,USR039,10.15.2.48,office.com,14251,1388117
2026-05-29 22:06:05,USR019,10.15.2.28,cloud.google.com,24859,1297106
2026-05-29 22:08:00,USR027,10.15.2.36,workday.com,10820,881208
2026-05-29 22:09:34,USR012,10.15.2.21,microsoft.com,11945,1089582
2026-05-29 22:09:53,USR010,10.15.2.19,cnn.com,49125,1404298
2026-05-29 22:11:50,USR012,10.15.2.21,sciencedirect.com,24425,231410
2026-05-29 22:13:26,USR011,10.15.2.20,google.de,2464,1045449
2026-05-29 22:20:07,USR014,10.15.2.23,maps.google.com,20558,848524
2026-05-29 22:25:15,USR041,10.15.2.50,google.com,24956,558125
2026-05-29 22:27:27,USR040,10.15.2.49,accounts.google.com,21541,61723
2026-05-29 22:33:58,USR002,10.15.2.11,handelsblatt.com,22230,61762
2026-05-29 22:36:27,USR031,10.15.2.40,confluence.com,2742,304704
2026-05-29 22:38:41,USR027,10.15.2.36,test-crypto-miner.org,3547,1133360
2026-05-29 22:40:37,USR025,10.15.2.34,amazon.de,39723,1103433
2026-05-29 22:42:53,USR011,10.15.2.20,tagesschau.de,10865,211956
2026-05-29 22:43:32,USR001,10.15.2.10,faz.net,23350,469035
2026-05-29 22:53:26,USR006,10.15.2.15,atlassian.net,28017,141095
2026-05-29 22:54:07,USR008,10.15.2.17,ibm.com,31674,975987
2026-05-29 22:57:34,USR027,10.15.2.36,xing.com,35674,925618
2026-05-29 22:58:29,USR009,10.15.2.18,slack.com,40035,1337582
2026-05-29 23:00:07,USR001,10.15.2.10,duckduckgo.com,20909,1000754
2026-05-29 23:05:56,USR031,10.15.2.40,xing.com,17333,270851
2026-05-29 23:07:08,USR021,10.15.2.30,stackoverflow.com,43516,1134432
2026-05-29 23:12:37,USR024,10.15.2.33,webex.com,40713,1403803
2026-05-29 23:16:03,USR046,10.15.2.55,cdnjs.cloudflare.com,6817,1003997
2026-05-29 23:21:36,USR032,10.15.2.41,notion.so,49568,1199976
2026-05-29 23:24:56,USR013,10.15.2.22,cloud.google.com,8746,461928
2026-05-29 23:26:13,USR033,10.15.2.42,oracle.com,9007,301044
2026-05-29 23:27:02,USR015,10.15.2.24,hs-mainz.de,43701,174362
2026-05-29 23:28:47,USR048,10.15.2.57,wiley.com,6712,848910
2026-05-29 23:29:41,USR019,10.15.2.28,atlassian.net,40805,222679
2026-05-29 23:30:02,USR016,10.15.2.25,cnn.com,15325,527694
2026-05-29 23:31:34,USR012,10.15.2.21,wiwo.de,48343,1384797
2026-05-29 23:34:04,USR020,10.15.2.29,hs-mainz.de,22036,1491943
2026-05-29 23:35:00,USR030,10.15.2.39,stackoverflow.com,44301,1240965
2026-05-29 23:35:44,USR034,10.15.2.43,hs-mainz.de,34375,1212407
2026-05-29 23:35:46,USR018,10.15.2.27,office.com,9131,689748
2026-05-29 23:35:59,USR028,10.15.2.37,github.com,25060,1388640
2026-05-29 23:37:47,USR010,10.15.2.19,uni-mainz.de,38469,73775
2026-05-29 23:39:25,USR048,10.15.2.57,bloomberg.com,25733,1327148
2026-05-29 23:39:34,USR004,10.15.2.13,faz.net,13469,384043
2026-05-29 23:39:58,USR001,10.15.2.10,npmjs.com,9868,1332916
2026-05-29 23:40:52,USR003,10.15.2.12,sueddeutsche.de,16086,341497
2026-05-29 23:41:45,USR026,10.15.2.35,slack.com,21637,26562
2026-05-29 23:43:32,USR037,10.15.2.46,notion.so,32008,1016696
2026-05-29 23:48:22,USR023,10.15.2.32,wikipedia.org,12804,1320506
2026-05-29 23:50:26,USR037,10.15.2.46,wiley.com,27085,950131
2026-05-29 23:50:40,USR014,10.15.2.23,zeit.de,30200,1304986
2026-05-29 23:56:58,USR017,10.15.2.26,google.de,36274,924459
2026-05-29 23:57:57,USR008,10.15.2.17,oracle.com,49321,587745
2026-05-29 23:59:08,USR042,10.15.2.51,w3schools.com,34217,709474
2026-05-30 00:00:08,USR022,10.15.2.31,linkedin.com,12710,537370
2026-05-30 00:00:47,USR022,10.15.2.31,atlassian.net,32439,1153128
2026-05-30 00:02:23,USR030,10.15.2.39,paypal.com,43966,204382
2026-05-30 00:05:22,USR043,10.15.2.52,salesforce.com,22937,1090574
2026-05-30 00:10:50,USR017,10.15.2.26,sueddeutsche.de,4636,768345
2026-05-30 00:13:03,USR028,10.15.2.37,bahn.de,42593,55296
2026-05-30 00:14:29,USR035,10.15.2.44,notion.so,8772,200356
2026-05-30 00:15:05,USR015,10.15.2.24,zdf.de,30478,235071
2026-05-30 00:18:47,USR008,10.15.2.17,uni-mainz.de,36575,1496630
2026-05-30 00:21:23,USR019,10.15.2.28,nytimes.com,8777,731020
2026-05-30 00:22:56,USR020,10.15.2.29,focus.de,30159,916702
2026-05-30 00:25:46,USR036,10.15.2.45,sueddeutsche.de,5937,1060482
2026-05-30 00:26:17,USR012,10.15.2.21,sueddeutsche.de,26554,1073444
2026-05-30 00:32:39,USR013,10.15.2.22,sharepoint.com,9787,1429267
2026-05-30 00:33:36,USR015,10.15.2.24,spiegel.de,1595,418656
2026-05-30 00:39:12,USR047,10.15.2.56,bloomberg.com,49297,744258
2026-05-30 00:39:54,USR034,10.15.2.43,teams.microsoft.com,39882,320287
2026-05-30 00:41:08,USR037,10.15.2.46,fedex.com,35270,1103099
2026-05-30 00:43:34,USR004,10.15.2.13,raw.githubusercontent.com,35440,762545
2026-05-30 00:47:26,USR035,10.15.2.44,zeit.de,15601,1456783
2026-05-30 00:48:07,USR034,10.15.2.43,raw.githubusercontent.com,11428,787324
2026-05-30 00:49:48,USR011,10.15.2.20,tagesschau.de,7062,1428895
2026-05-30 00:53:15,USR011,10.15.2.20,heise.de,42109,1332249
2026-05-30 00:55:10,USR040,10.15.2.49,aws.amazon.com,15328,320874
2026-05-30 00:55:33,USR035,10.15.2.44,arxiv.org,40455,891225
2026-05-30 00:59:41,USR013,10.15.2.22,google.de,18746,104576
2026-05-30 01:02:33,USR026,10.15.2.35,apple.com,19931,819411
2026-05-30 01:04:07,USR034,10.15.2.43,dhl.de,28107,1001389
2026-05-30 01:16:01,USR030,10.15.2.39,wikimedia.org,21597,287464
2026-05-30 01:16:13,USR047,10.15.2.56,zeit.de,20160,2741
2026-05-30 01:19:39,USR005,10.15.2.14,computerbase.de,16971,1487498
2026-05-30 01:19:57,USR036,10.15.2.45,codepen.io,44285,655483
2026-05-30 01:20:25,USR014,10.15.2.23,springer.com,48568,1287800
2026-05-30 01:21:17,USR039,10.15.2.48,miro.com,4878,126198
2026-05-30 01:22:15,USR049,10.15.2.58,apple.com,27394,296237
2026-05-30 01:22:45,USR010,10.15.2.19,gitlab.com,32018,338074
2026-05-30 01:26:20,USR049,10.15.2.58,adobe.com,16390,822486
2026-05-30 01:31:32,USR011,10.15.2.20,sharepoint.com,42841,880726
2026-05-30 01:40:56,USR026,10.15.2.35,developer.mozilla.org,39259,407529
2026-05-30 01:42:53,USR016,10.15.2.25,wikipedia.org,23464,149915
2026-05-30 01:43:38,USR015,10.15.2.24,stackexchange.com,18602,296524
2026-05-30 01:43:43,USR026,10.15.2.35,accounts.google.com,8591,1230783
2026-05-30 01:44:41,USR044,10.15.2.53,fedex.com,10451,433659
2026-05-30 01:44:59,USR029,10.15.2.38,uni-mainz.de,9832,1411785
2026-05-30 01:45:16,USR018,10.15.2.27,ibm.com,21961,24584
2026-05-30 01:46:35,USR041,10.15.2.50,zdf.de,8186,1093819
2026-05-30 01:46:45,USR020,10.15.2.29,ebay.de,34856,217193
2026-05-30 01:50:20,USR050,10.15.2.59,microsoft.com,41692,1257033
2026-05-30 01:50:21,USR031,10.15.2.40,tagesschau.de,15716,1387004
2026-05-30 01:52:26,USR029,10.15.2.38,ebay.de,20083,263859
2026-05-30 01:53:33,USR035,10.15.2.44,google.com,49187,1281337
2026-05-30 01:58:42,USR030,10.15.2.39,arxiv.org,10571,149645
2026-05-30 01:59:42,USR049,10.15.2.58,stripe.com,47686,717919
2026-05-30 02:01:21,USR018,10.15.2.27,computerbase.de,3185,802067
2026-05-30 02:20:36,USR017,10.15.2.26,amazon.de,7894,1316701
2026-05-30 02:29:13,USR030,10.15.2.39,zoom.us,28412,1228788
2026-05-30 02:31:24,USR011,10.15.2.20,welt.de,47014,1452048
2026-05-30 02:33:52,USR032,10.15.2.41,focus.de,19577,473090
2026-05-30 02:34:29,USR034,10.15.2.43,bbc.co.uk,7253,187750
2026-05-30 02:34:59,USR047,10.15.2.56,hs-mainz.de,40038,1258292
2026-05-30 02:37:53,USR024,10.15.2.33,sueddeutsche.de,16313,1396418
2026-05-30 02:40:56,USR032,10.15.2.41,cloud.google.com,46479,908970
2026-05-30 02:41:21,USR027,10.15.2.36,wikimedia.org,4212,1340108
2026-05-30 02:43:12,USR007,10.15.2.16,cloud.google.com,18863,580532
2026-05-30 02:49:19,USR017,10.15.2.26,stackoverflow.com,42460,1066983
2026-05-30 02:50:00,USR022,10.15.2.31,researchgate.net,28001,1400755
